DATE,PCC_SITENAME,PCC_AUDIENCE,PCC_UNIT_TYPE,PCC_PLATFORM_DEVICE,CREATIVE_NAME,CREATIVE_TYPE,CREATIVE_PLACEMENT,CAMPAIGN_GROUP,HEADLINE,BODY,COST,CLICKS,IMPRESSIONS,ENGAGEMENTS,LIKES,SHARES,LEADS,FOLLOWS,COMMENTS,REACTIONS,LANDING_PAGE_CLICKS
2022-06-15,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,1570,0,0,0,0,0,0,0,0
2022-06-15,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,2182,0,0,0,0,0,0,0,0
2022-06-15,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,2624,0,0,0,0,0,0,0,0
2022-06-15,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,1958,0,0,0,0,0,0,0,0
2022-06-01,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,184,0,0,0,0,0,0,0,0
2022-06-01,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,43,0,0,0,0,0,0,0,0
2022-06-01,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,56,0,0,0,0,0,0,0,0
2022-06-01,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,16468,0,0,0,0,0,0,0,0
2022-06-02,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,434,0,0,0,0,0,0,0,0
2022-06-02,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,61,0,0,0,0,0,0,0,0
2022-06-02,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,69,0,0,0,0,0,0,0,0
2022-06-02,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,20727,0,0,0,0,0,0,0,0
2022-06-07,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,350,0,0,0,0,0,0,0,0
2022-06-07,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,217,0,0,0,0,0,0,0,0
2022-06-07,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,240,0,0,0,0,0,0,0,0
2022-06-07,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,18422,0,0,0,0,0,0,0,0
2022-06-04,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,485,0,0,0,0,0,0,0,0
2022-06-04,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,44,0,0,0,0,0,0,0,0
2022-06-04,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,63,0,0,0,0,0,0,0,0
2022-06-04,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,5283,0,0,0,0,0,0,0,0
2022-06-08,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,252,0,0,0,0,0,0,0,0
2022-06-08,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,81,0,0,0,0,0,0,0,0
2022-06-08,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,68,0,0,0,0,0,0,0,0
2022-06-08,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,22023,0,0,0,0,0,0,0,0
2022-06-23,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,39,0,0,0,0,0,0,0,0
2022-06-23,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,32,0,0,0,0,0,0,0,0
2022-06-23,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,35,0,0,0,0,0,0,0,0
2022-06-23,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,43,0,0,0,0,0,0,0,0
2022-06-21,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-06-22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,34,3,3,0,0,0,0,0,0
2022-06-22,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,25,0,0,0,0,0,3,0,0
2022-06-22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,24,0,0,0,0,0,0,0,0
2022-06-22,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,25,0,0,0,0,0,0,0,0
2022-06-13,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,2886,0,0,0,0,0,3,0,0
2022-06-13,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,2415,0,0,0,3,0,0,0,0
2022-06-13,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,2682,0,0,0,0,0,0,0,0
2022-06-13,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,3992,0,0,0,0,0,0,0,0
2022-06-17,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,3,0,0,0,0,0,0,0
2022-06-17,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,73,0,0,0,0,0,0,0,0
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,40,0,0,0,0,0,0,0,0
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,40,0,0,0,0,0,0,0,3
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,3839,0,0,0,0,0,0,0,0
2022-06-11,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,1574,3,0,0,3,0,0,0,0
2022-06-11,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,1394,0,0,0,0,0,0,0,0
2022-06-11,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,1340,0,0,0,0,0,0,0,0
2022-06-11,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,1667,0,0,0,0,0,0,0,0
2022-06-06,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,169,0,0,0,0,0,3,0,0
2022-06-06,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,134,0,0,0,0,0,0,0,0
2022-06-06,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,119,0,0,0,0,0,0,0,0
2022-06-06,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,3969,0,0,0,0,0,0,0,0
2022-06-24,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,73,0,0,0,0,0,0,0,0
2022-06-24,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,83,0,0,0,0,3,0,0,0
2022-06-24,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,78,0,0,0,0,0,0,0,0
2022-06-24,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,80,0,0,0,0,0,3,0,0
2022-06-20,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,3,0,0
2022-06-20,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,85,0,0,0,0,0,3,0,0
2022-06-26,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,78,0,0,0,0,0,0,0,0
2022-06-26,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,81,0,0,0,0,0,0,0,0
2022-06-26,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,88,0,0,0,0,0,0,0,0
2022-06-25,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,64,0,0,0,0,0,0,0,0
2022-06-25,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,86,0,0,0,0,0,0,0,0
2022-06-25,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,85,0,0,0,0,0,0,0,0
2022-06-25,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,82,0,0,0,0,0,0,0,0
2022-06-30,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-06-30,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,82,0,0,0,0,0,0,0,0
2022-06-27,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,67,0,0,0,0,0,0,0,0
2022-06-27,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,81,0,0,0,0,0,0,0,0
2022-06-27,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,79,0,0,0,0,0,0,0,0
2022-06-28,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,25,0,0,0,0,0,0,0,0
2022-06-28,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,28,0,0,0,0,0,0,0,0
2022-06-28,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,34,0,0,0,0,0,0,0,0
2022-06-28,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,28,0,0,0,0,0,0,0,0
2022-06-29,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_12_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,12.1684,1,0,2,0,0,0,0,0,0,1
2022-06-05,LINKEDIN,Native,Video,Cross Device,Native_Native_Retirement_Lifestyle_Video_25_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Do You Have Enough Saved to Retire?,87% of Americans fear a lack of income in retirement. Find out if you'll be ready to retire.,346.1916,23,0,46,0,0,0,0,0,0,23
2022-06-01,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_11_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,Find your freedom.,You define freedom. We’ll design the path to help get you there. Get matched with a financial advisor.,0,0,0,0,0,0,0,0,0,0,0
2022-06-01,LINKEDIN,Native,Video,Cross Device,Native_Native_Freedom_Lifestyle_Video_15_Learn More_Lead Gen RRQ,Sponsored Video, Sponsored Content Ads,Lead Gen ,You define freedom. We’ll design the path to help get you there.,What’s freedom mean to you? Find your freedom.,0,0,0,0,0,0,0,0,0,0,0
